canonical_task_id,roles,harness,model,variant,job_id,trial_name,resolved,total_tokens,cost_usd,duration_seconds,archive_member,trace_path,status,compressed_bytes,uncompressed_bytes,sha256,error
astropy__astropy-12907,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,astropy__astropy-12907__mLQqAHP,True,67233,,145,run/astropy__astropy-12907__mLQqAHP/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/astropy__astropy-12907__mLQqAHP/trajectory.json.gz,existing,8460,40408,8bdb0a8e78956213b49831ea82b6e8613b9a7d9e91bf2ffe51056d7092b5c6af,
scikit-learn__scikit-learn-15100,time,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,scikit-learn__scikit-learn-15100__r6FXYbB,True,300930,0.9682,71.9,run/scikit-learn__scikit-learn-15100__r6FXYbB/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/scikit-learn__scikit-learn-15100__r6FXYbB/trajectory.json.gz,downloaded,6077,41224,f4f82c75ff156942ab8cc75ecddac196b2e5b262d9186969f907c1fb87709d7d,
scikit-learn__scikit-learn-15100,token,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,scikit-learn__scikit-learn-15100__RVvyB3Y,True,51093,,92.8,run/scikit-learn__scikit-learn-15100__RVvyB3Y/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/scikit-learn__scikit-learn-15100__RVvyB3Y/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
scikit-learn__scikit-learn-25102,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,scikit-learn__scikit-learn-25102__mSphhQp,True,3794856,,410.9,run/scikit-learn__scikit-learn-25102__mSphhQp/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/scikit-learn__scikit-learn-25102__mSphhQp/trajectory.json.gz,downloaded,71316,388550,bc66f72e21320d588bde9d558e527724968cf2b813ec046d94a94d6c20d791c0,
scikit-learn__scikit-learn-25102,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,scikit-learn__scikit-learn-25102__HWfNdw6,True,10674441,2.1274,2253.8,run/scikit-learn__scikit-learn-25102__HWfNdw6/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/scikit-learn__scikit-learn-25102__HWfNdw6/trajectory.json.gz,downloaded,60057,429569,c1e03ff41458207077400599d62b648f8c9796c6c178750e3d9a400c60924503,
scikit-learn__scikit-learn-25102,token,codex,openai/subconscious/tim-qwen3.6-27b,codex | openai/subconscious/tim-qwen3.6-27b | e2b | python,d803d9eeb57d,scikit-learn__scikit-learn-25102__52ab677,True,616417,,792.5,run/scikit-learn__scikit-learn-25102__52ab677/agent/trajectory.json,swebench-verified-winning-traces/d803d9eeb57d/scikit-learn__scikit-learn-25102__52ab677/trajectory.json.gz,downloaded,32346,146131,ae04a75fe918045aecc272386bb177d0a7dd5f705e3731f30ac1010c0ead071a,
scikit-learn__scikit-learn-25232,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,scikit-learn__scikit-learn-25232__4ad8f03,True,555018,,198.3,run/scikit-learn__scikit-learn-25232__4ad8f03/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/scikit-learn__scikit-learn-25232__4ad8f03/trajectory.json.gz,downloaded,28984,140943,b7a9e3b1de75628da4e36d7342598f884a68029d2c643b95efa2284684396127,
scikit-learn__scikit-learn-25232,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,scikit-learn__scikit-learn-25232__GaiATME,True,709139,0.5797,1739,run/scikit-learn__scikit-learn-25232__GaiATME/agent/trajectory.json,swebench-verified-winning-traces/63ca9a349e63/scikit-learn__scikit-learn-25232__GaiATME/trajectory.json.gz,downloaded,52425,300346,9a07a1b1e11d102e0edb6a667dde7f0378a9ca6d2bc4358219f8660294c8186d,
scikit-learn__scikit-learn-25747,token; time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,scikit-learn__scikit-learn-25747__CYUVUR5,True,2549270,,422.9,run/scikit-learn__scikit-learn-25747__CYUVUR5/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/scikit-learn__scikit-learn-25747__CYUVUR5/trajectory.json.gz,downloaded,64200,284983,f6fd5fb81c242e166ad4d8efe54565df53cd16651ff5437ab4cf54a0c5a91f9f,
scikit-learn__scikit-learn-25931,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,scikit-learn__scikit-learn-25931__PSB26Qy,True,89346,,82,run/scikit-learn__scikit-learn-25931__PSB26Qy/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/scikit-learn__scikit-learn-25931__PSB26Qy/trajectory.json.gz,existing,12187,49973,b0c644eca7f7257a1848e34687d3ac98ebafac4701e24eca116ab1f766178d64,
scikit-learn__scikit-learn-25931,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,scikit-learn__scikit-learn-25931__94b6415,True,110097,,59.5,run/scikit-learn__scikit-learn-25931__94b6415/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/scikit-learn__scikit-learn-25931__94b6415/trajectory.json.gz,downloaded,9540,46333,e15cd35da061695eaff91069a272de86ca094b4d3a3f431dd196dbd6c0be1af0,
scikit-learn__scikit-learn-25931,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,scikit-learn__scikit-learn-25931__VmdvDeX,True,3136103,0.6374,1380.3,run/scikit-learn__scikit-learn-25931__VmdvDeX/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/scikit-learn__scikit-learn-25931__VmdvDeX/trajectory.json.gz,downloaded,42255,237196,34656055ce3fa3974f44a70df6b2cee0274cfb799cf781543d91b873b8c0226d,
scikit-learn__scikit-learn-25973,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,scikit-learn__scikit-learn-25973__49bffce,True,348387,,129.4,run/scikit-learn__scikit-learn-25973__49bffce/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/scikit-learn__scikit-learn-25973__49bffce/trajectory.json.gz,downloaded,22667,121316,207a1e5b0d7d69059acc5dc761cee295e20c7e7cc20a0b2a17ea1365579c804d,
scikit-learn__scikit-learn-25973,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,63518ecf1697,scikit-learn__scikit-learn-25973__8S3xPP9,True,186857,,669.4,run/scikit-learn__scikit-learn-25973__8S3xPP9/agent/trajectory.json,swebench-verified-winning-traces/63518ecf1697/scikit-learn__scikit-learn-25973__8S3xPP9/trajectory.json.gz,downloaded,18313,82252,4599b0ec9522ab172fcdaf499cb063cd6172b3ae0c6f99827860657bb9839389,
scikit-learn__scikit-learn-25973,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,f635b0579980,scikit-learn__scikit-learn-25973__bSsEaBu,True,226635,0.0543,336,run/scikit-learn__scikit-learn-25973__bSsEaBu/agent/trajectory.json,swebench-verified-winning-traces/f635b0579980/scikit-learn__scikit-learn-25973__bSsEaBu/trajectory.json.gz,downloaded,15598,87928,85055d0200ba501544eb4cc39fe09f5257510b03471964184f5612991ade4c33,
scikit-learn__scikit-learn-26194,token,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,scikit-learn__scikit-learn-26194__8i6X7MG,True,766171,,317.3,run/scikit-learn__scikit-learn-26194__8i6X7MG/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/scikit-learn__scikit-learn-26194__8i6X7MG/trajectory.json.gz,downloaded,20579,109856,ea1bf0e80de3e61d711feebbe175b29a9f6ac5a5c39b9c2c78d4cbb5d82e60f8,
scikit-learn__scikit-learn-26194,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,scikit-learn__scikit-learn-26194__4wyvC7C,True,1110410,,202.5,run/scikit-learn__scikit-learn-26194__4wyvC7C/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/scikit-learn__scikit-learn-26194__4wyvC7C/trajectory.json.gz,downloaded,41457,201853,3fb198e8176ed546be96af9ceece81f94e945652661b1e10f74b948dc2c2f5da,
scikit-learn__scikit-learn-26194,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,scikit-learn__scikit-learn-26194__pHnFBPn,True,3175013,0.5774,632.5,run/scikit-learn__scikit-learn-26194__pHnFBPn/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/scikit-learn__scikit-learn-26194__pHnFBPn/trajectory.json.gz,downloaded,32507,204331,362747e724ac5184404512f124f7aed40c1cbec696a76b16b9e9e9693b1d6a42,
scikit-learn__scikit-learn-26323,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,scikit-learn__scikit-learn-26323__dab73a9,True,122273,,107.6,run/scikit-learn__scikit-learn-26323__dab73a9/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/scikit-learn__scikit-learn-26323__dab73a9/trajectory.json.gz,downloaded,8085,50861,47763e89b58a8e7705964f3d820217a0183930eb2984018c75f360d11bfbcb0f,
scikit-learn__scikit-learn-26323,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,scikit-learn__scikit-learn-26323__4NrJUY5,True,1095306,0.2012,263.6,run/scikit-learn__scikit-learn-26323__4NrJUY5/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/scikit-learn__scikit-learn-26323__4NrJUY5/trajectory.json.gz,downloaded,25189,166536,6e0d261b228f2b153123d5fe7a873017dfdf5f9ff25110370d11f487f97cb73c,
scikit-learn__scikit-learn-9288,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,scikit-learn__scikit-learn-9288__0768048,True,321474,,67,run/scikit-learn__scikit-learn-9288__0768048/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/scikit-learn__scikit-learn-9288__0768048/trajectory.json.gz,downloaded,17805,101728,44be6e5907c3a8fc4075cd09438bc07e1d769d5927ccaf94556fbe4c1ab9a41f,
scikit-learn__scikit-learn-9288,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,scikit-learn__scikit-learn-9288__5b7eada,True,161881,,95.3,run/scikit-learn__scikit-learn-9288__5b7eada/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/scikit-learn__scikit-learn-9288__5b7eada/trajectory.json.gz,downloaded,13655,68356,0ed95bcdee6a30d8812d67b1ec8b9c64b2c8f3bcc914c3e89578b95ba97c79ab,
scikit-learn__scikit-learn-9288,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,scikit-learn__scikit-learn-9288__zGoFUHX,True,636929,0.1384,323.7,run/scikit-learn__scikit-learn-9288__zGoFUHX/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/scikit-learn__scikit-learn-9288__zGoFUHX/trajectory.json.gz,downloaded,21816,134835,8829dde54f4aaa61296ede030dfe6213c03918a41dac7866c8226a91ff0e6626,
sphinx-doc__sphinx-10323,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-10323__163a362,True,386014,,175.9,run/sphinx-doc__sphinx-10323__163a362/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-10323__163a362/trajectory.json.gz,downloaded,19929,108296,5f293f0e751a44113b5bf7443c890ecdb748ac4bcdc8b2575a5e1ec57821c318,
sphinx-doc__sphinx-10323,token,pi,subconscious/glm-5.2,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,sphinx-doc__sphinx-10323__rG3mBEL,True,370562,,1638.6,run/sphinx-doc__sphinx-10323__rG3mBEL/agent/trajectory.json,swebench-verified-winning-traces/ac02f4ca2ef4/sphinx-doc__sphinx-10323__rG3mBEL/trajectory.json.gz,archive_error,,,,HTTPError: HTTP Error 524: <none>
sphinx-doc__sphinx-10323,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-10323__EYm5Toi,True,1777857,0.3152,296.4,run/sphinx-doc__sphinx-10323__EYm5Toi/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-10323__EYm5Toi/trajectory.json.gz,downloaded,32195,196584,3cf156e56d713a534d0a98d7329d66e73a7151f43c9f80a37ebe8932bfcf27cd,
sphinx-doc__sphinx-10435,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-10435__a4a3ecd,True,144906,,116.4,run/sphinx-doc__sphinx-10435__a4a3ecd/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-10435__a4a3ecd/trajectory.json.gz,downloaded,7603,46274,c9dfa530b97a79f3c5376ee5439d98c57d5aad5641140616c7c32d5997693c96,
sphinx-doc__sphinx-10435,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-10435__Ruska4i,True,517887,0.1246,266.1,run/sphinx-doc__sphinx-10435__Ruska4i/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-10435__Ruska4i/trajectory.json.gz,downloaded,12211,75980,64ad6c8dc48c2b9fb139c05629353b597f1704e1b5c641ddfb7de6e3ea2c1209,
sphinx-doc__sphinx-10449,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-10449__e21af73,True,205956,,63,run/sphinx-doc__sphinx-10449__e21af73/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-10449__e21af73/trajectory.json.gz,downloaded,13107,78116,9acc2c3cbbae46d302b5a51fc27ab39e344e62b92d3e1a890153a6ad9fa64128,
sphinx-doc__sphinx-10449,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,2d7c8a6540ff,sphinx-doc__sphinx-10449__Egd5U7d,True,541475,0.1029,399.6,run/sphinx-doc__sphinx-10449__Egd5U7d/agent/trajectory.json,swebench-verified-winning-traces/2d7c8a6540ff/sphinx-doc__sphinx-10449__Egd5U7d/trajectory.json.gz,downloaded,20785,136490,5294a1ccfcde739d5b075c13849bd49e80622a484970ce5ef893bdc8b84152d4,
sphinx-doc__sphinx-10466,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-10466__564905a,True,103639,,103.8,run/sphinx-doc__sphinx-10466__564905a/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-10466__564905a/trajectory.json.gz,downloaded,9770,44342,577a959cb1bf84006763df4396694e9311ecb35b456d41b357497362cb803301,
sphinx-doc__sphinx-10466,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-10466__FpQj7fS,True,1645784,0.292,276.3,run/sphinx-doc__sphinx-10466__FpQj7fS/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-10466__FpQj7fS/trajectory.json.gz,downloaded,32318,213361,4660a64225b22583437aab7fe50deb6d169f6d25dd70c1de0677f38636f0dd41,
sphinx-doc__sphinx-10614,token,opencode,openai/subconscious/tim-qwen3.6-27b,opencode | openai/subconscious/tim-qwen3.6-27b | e2b | python,9e34426d85cd,sphinx-doc__sphinx-10614__76cff05,True,5566739,,3072,run/sphinx-doc__sphinx-10614__76cff05/agent/trajectory.json,swebench-verified-winning-traces/9e34426d85cd/sphinx-doc__sphinx-10614__76cff05/trajectory.json.gz,downloaded,154189,734741,283dc2e3f3c52847e5ef4d2ad30f5c11ef36056c7be1df4639554962b9b05605,
sphinx-doc__sphinx-10614,time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,sphinx-doc__sphinx-10614__wk5kKDJ,True,7280163,,2216.7,run/sphinx-doc__sphinx-10614__wk5kKDJ/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/sphinx-doc__sphinx-10614__wk5kKDJ/trajectory.json.gz,downloaded,149067,664700,248e881e49c82c70340c45d0bb8b5c8e2ab54e9e3ae8176736604dc10ecce8d1,
sphinx-doc__sphinx-10673,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-10673__e992f9f,True,1152737,,302.8,run/sphinx-doc__sphinx-10673__e992f9f/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-10673__e992f9f/trajectory.json.gz,downloaded,54629,257663,30e38abe14a4e8e64093d1d7b68cb031be3273e3090b0ed476583f720e6867a2,
sphinx-doc__sphinx-10673,token; cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,4dc3cca18ba9,sphinx-doc__sphinx-10673__rEC3eyL,True,752943,0.1471,1070,run/sphinx-doc__sphinx-10673__rEC3eyL/agent/trajectory.json,swebench-verified-winning-traces/4dc3cca18ba9/sphinx-doc__sphinx-10673__rEC3eyL/trajectory.json.gz,downloaded,28468,167549,6a467e6272fa27baeaafe2b10f7a72a50f7761087db655b8cef1dc74e81f5e71,
sphinx-doc__sphinx-11445,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sphinx-doc__sphinx-11445__AHnxa36,True,105171,,194.7,run/sphinx-doc__sphinx-11445__AHnxa36/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/sphinx-doc__sphinx-11445__AHnxa36/trajectory.json.gz,existing,8631,44996,1cab02f35694f8c59d26c1d97b2e85fa329463d164f0020a212c64f93625d965,
sphinx-doc__sphinx-11445,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-11445__2f14ce1,True,263706,,110,run/sphinx-doc__sphinx-11445__2f14ce1/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-11445__2f14ce1/trajectory.json.gz,downloaded,13527,71602,4446262b74bc89304c15611e085862d9938ccd4e9f25f111f85da1f1274c2faf,
sphinx-doc__sphinx-11445,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,sphinx-doc__sphinx-11445__p9CWeRH,True,994562,0.191,756.9,run/sphinx-doc__sphinx-11445__p9CWeRH/agent/trajectory.json,swebench-verified-winning-traces/db8d33490582/sphinx-doc__sphinx-11445__p9CWeRH/trajectory.json.gz,downloaded,28042,193248,6fe950af23f0be7835dd6f436c572e7e6c699fa5898efd5d24cfc50527cbcec6,
sphinx-doc__sphinx-11510,token; time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,a68304ea3a4a,sphinx-doc__sphinx-11510__4f7bbdd,True,1469785,,681.6,run/sphinx-doc__sphinx-11510__4f7bbdd/agent/trajectory.json,swebench-verified-winning-traces/a68304ea3a4a/sphinx-doc__sphinx-11510__4f7bbdd/trajectory.json.gz,downloaded,40321,200908,2b304bf02b98a80d2c6981b73ffa0041df4483f26381063ed8fe351c43210b3b,
sphinx-doc__sphinx-7440,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-7440__3fa4659,True,711523,,142.8,run/sphinx-doc__sphinx-7440__3fa4659/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-7440__3fa4659/trajectory.json.gz,downloaded,25982,157921,ff7adebe0af6956d82543e95f82f34258e930502881279815ca161639ef38f19,
sphinx-doc__sphinx-7440,cost,mini-swe-agent,glm-gcp1,mini-swe-agent | glm-gcp1 | e2b | python,db8d33490582,sphinx-doc__sphinx-7440__GYfAMj6,True,1236947,0.2099,397,run/sphinx-doc__sphinx-7440__GYfAMj6/agent/trajectory.json,swebench-verified-winning-traces/db8d33490582/sphinx-doc__sphinx-7440__GYfAMj6/trajectory.json.gz,downloaded,31277,205263,27a780ca8a78d8eff9366e6a43b30ae8377e7d9f6a2bbd51ba4da27aa8db7564,
sphinx-doc__sphinx-7454,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-7454__466b3c6,True,221113,,120.6,run/sphinx-doc__sphinx-7454__466b3c6/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-7454__466b3c6/trajectory.json.gz,downloaded,15283,84640,483848acdc9863434e9d7e2556dc5c97fdec430f69233456513d4f28ee5416ce,
sphinx-doc__sphinx-7454,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-7454__p2sKf6R,True,2903247,0.5474,833.6,run/sphinx-doc__sphinx-7454__p2sKf6R/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-7454__p2sKf6R/trajectory.json.gz,downloaded,38099,260529,78968bfdfee0d59deae006206f4aa80497e86959c22c92da9211ed4554a91448,
sphinx-doc__sphinx-7590,token; time,opencode,subconscious/glm-5.2,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,sphinx-doc__sphinx-7590__BqNmKdP,True,5284442,,1676,run/sphinx-doc__sphinx-7590__BqNmKdP/agent/trajectory.json,swebench-verified-winning-traces/c57b386851fd/sphinx-doc__sphinx-7590__BqNmKdP/trajectory.json.gz,downloaded,71616,311947,74af5bd86237b7e47f8a53cf0b76fd585374ba7ef1e85315a29a4d084b49ae82,
sphinx-doc__sphinx-7748,token; cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,sphinx-doc__sphinx-7748__8uUTPM8,True,1341158,1.858,2509.5,run/sphinx-doc__sphinx-7748__8uUTPM8/agent/trajectory.json,swebench-verified-winning-traces/63ca9a349e63/sphinx-doc__sphinx-7748__8uUTPM8/trajectory.json.gz,downloaded,55021,474839,3ada1bcc2bf44a1d1c1bdc6aa4e7e2f771aceacc0316463120b9f94051a6323f,
sphinx-doc__sphinx-7748,time,codex,subconscious/glm-5.2,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sphinx-doc__sphinx-7748__Ukbsdkk,True,2424896,,588.7,run/sphinx-doc__sphinx-7748__Ukbsdkk/agent/trajectory.json,swebench-verified-winning-traces/b1a03feecef5/sphinx-doc__sphinx-7748__Ukbsdkk/trajectory.json.gz,downloaded,34476,212403,5cc72668e717c2cf152e4ceb758c640a983a685676244c778a7dc5b2727f3f27,
sphinx-doc__sphinx-7757,token,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sphinx-doc__sphinx-7757__CjPhvFU,True,135078,,131.7,run/sphinx-doc__sphinx-7757__CjPhvFU/agent/trajectory.json,swebench-verified-winning-traces/0017241088a1/sphinx-doc__sphinx-7757__CjPhvFU/trajectory.json.gz,existing,11560,63785,5acc04448ebf3e846edf3e25dcb80710024221a607839fec408e2b3b6fd9f9aa,
sphinx-doc__sphinx-7757,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-7757__5531fb3,True,216761,,92.7,run/sphinx-doc__sphinx-7757__5531fb3/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-7757__5531fb3/trajectory.json.gz,downloaded,12182,74317,6add51b92df2072add71e04cec776288cbcfde6834da86fe1823abe4397ad893,
sphinx-doc__sphinx-7757,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-7757__gNwBbLt,True,553446,0.1127,202.1,run/sphinx-doc__sphinx-7757__gNwBbLt/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-7757__gNwBbLt/trajectory.json.gz,downloaded,17651,122478,e07183d2a7c866001a6377596a4ee5a0f94539acd4b17d230d1d4e4043e387f6,
sphinx-doc__sphinx-7889,time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-7889__492b4d5,True,202568,,84.5,run/sphinx-doc__sphinx-7889__492b4d5/agent/trajectory.json,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-7889__492b4d5/trajectory.json.gz,downloaded,11245,67058,b76c4a99a32e1b268a91d5621de10b69ae91b71e40ec020f4ac613f32371807c,
sphinx-doc__sphinx-7889,token; cost,mini-swe-agent,openai/subconscious/tim-qwen3.6-27b,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-7889__99b98f6,True,62517,0.0183,316.1,run/sphinx-doc__sphinx-7889__99b98f6/agent/trajectory.json,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-7889__99b98f6/trajectory.json.gz,downloaded,8691,41259,fcd5627d746cbb759432acc72eab89d872062c348e30697227154b551ef15e43,
sphinx-doc__sphinx-7910,token; time,subconscious-code,subconscious/glm-5.2,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-7910__5c39ddb,True,48775,,81.8,run/sphinx-doc__sphinx-7910__5c39ddb/agent/trajectory.json,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-7910__5c39ddb/trajectory.json.gz,downloaded,4833,27933,3308a4ab04afff5a7138feaefc5339f8601454ddd233917e412f77b9585c14ea,
sphinx-doc__sphinx-7910,cost,mini-swe-agent,subconscious/glm-5.2,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-7910__UhK7Xbn,True,282948,0.0708,355.2,run/sphinx-doc__sphinx-7910__UhK7Xbn/agent/trajectory.json,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-7910__UhK7Xbn/trajectory.json.gz,downloaded,13628,82464,c9f0c8af024f9b514dcd5c93f03ae48c0463c5d8b7ec1c9eb1ae636eb8012a01,
sphinx-doc__sphinx-7985,cost,claude-code,subconscious/glm-5.2,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sphinx-doc__sphinx-7985__nrp8Hfh,True,6766163,14.5771,849.4,run/sphinx-doc__sphinx-7985__nrp8Hfh/agent/trajectory.json,swebench-verified-winning-traces/1d4355e54894/sphinx-doc__sphinx-7985__nrp8Hfh/trajectory.json.gz,downloaded,132159,1037610,60b5c75b9793e09231d8002436925a510986d2e31226257d8ddfa15741326610,
