canonical_task_id,harnesses_tried,deduplicated_attempts,graded_attempts,successful_attempts,accuracy_winner_harnesses,accuracy_winner_samples,lowest_success_tokens,token_winner_harness,token_winner_variant,token_winner_job,token_winner_trial,lowest_success_cost_usd,cost_winner_harness,cost_winner_variant,cost_winner_job,cost_winner_trial,fastest_success_seconds,time_winner_harness,time_winner_variant,time_winner_job,time_winner_trial,token_winner_trace_path,token_winner_trace_status,cost_winner_trace_path,cost_winner_trace_status,time_winner_trace_path,time_winner_trace_status
sphinx-doc__sphinx-9367,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,25,23,20,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 10/12; opencode 1/1; pi 1/1; subconscious-code 4/4,54903,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sphinx-doc__sphinx-9367__LkxorPn,0.0186,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-9367__b5c454c,39.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-9367__c70bf2d,swebench-verified-winning-traces/0017241088a1/sphinx-doc__sphinx-9367__LkxorPn/trajectory.json.gz,existing,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-9367__b5c454c/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-9367__c70bf2d/trajectory.json.gz,downloaded
sphinx-doc__sphinx-9461,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,38,20,4,mini-swe-agent; opencode; pi,mini-swe-agent 2/8; opencode 1/1; pi 1/1,2118894,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-9461__106489a,0.3924,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-9461__106489a,1105.5,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,sphinx-doc__sphinx-9461__Rj76gcB,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-9461__106489a/trajectory.json.gz,downloaded,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-9461__106489a/trajectory.json.gz,downloaded,swebench-verified-winning-traces/c57b386851fd/sphinx-doc__sphinx-9461__Rj76gcB/trajectory.json.gz,downloaded
sphinx-doc__sphinx-9591,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,133032,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-9591__2f4e26d,0.174,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-9591__8qBingj,91.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sphinx-doc__sphinx-9591__2f4e26d,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-9591__2f4e26d/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-9591__8qBingj/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sphinx-doc__sphinx-9591__2f4e26d/trajectory.json.gz,downloaded
sphinx-doc__sphinx-9602,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,38,24,4,codex; mini-swe-agent; opencode,codex 2/2; mini-swe-agent 1/13; opencode 1/1,699725,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-9602__3807c78,0.1396,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-9602__3807c78,391.3,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sphinx-doc__sphinx-9602__2paSetu,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-9602__3807c78/trajectory.json.gz,downloaded,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-9602__3807c78/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/sphinx-doc__sphinx-9602__2paSetu/trajectory.json.gz,downloaded
sphinx-doc__sphinx-9658,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; mini-swe-agent; opencode; pi; subconscious-code,claude-code 1/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,585219,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sphinx-doc__sphinx-9658__5xd9e4T,0.4492,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sphinx-doc__sphinx-9658__U33zwdW,370.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-9658__a45c27f,swebench-verified-winning-traces/0017241088a1/sphinx-doc__sphinx-9658__5xd9e4T/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sphinx-doc__sphinx-9658__U33zwdW/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-9658__a45c27f/trajectory.json.gz,downloaded
sphinx-doc__sphinx-9673,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/2,399041,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,sphinx-doc__sphinx-9673__RyTP7MY,0.3231,claude-code,claude-code | subconscious/glm-5.2 | daytona | python,63ca9a349e63,sphinx-doc__sphinx-9673__RyTP7MY,181.7,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sphinx-doc__sphinx-9673__9d13e18,swebench-verified-winning-traces/63ca9a349e63/sphinx-doc__sphinx-9673__RyTP7MY/trajectory.json.gz,downloaded,swebench-verified-winning-traces/63ca9a349e63/sphinx-doc__sphinx-9673__RyTP7MY/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sphinx-doc__sphinx-9673__9d13e18/trajectory.json.gz,downloaded
sphinx-doc__sphinx-9698,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,37,23,21,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 11/12; opencode 1/1; pi 1/1; subconscious-code 4/4,86228,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sphinx-doc__sphinx-9698__bETBYX3,0.036,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,7685d364d232,sphinx-doc__sphinx-9698__2037034,74.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sphinx-doc__sphinx-9698__bETBYX3,swebench-verified-winning-traces/0017241088a1/sphinx-doc__sphinx-9698__bETBYX3/trajectory.json.gz,existing,swebench-verified-winning-traces/7685d364d232/sphinx-doc__sphinx-9698__2037034/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/sphinx-doc__sphinx-9698__bETBYX3/trajectory.json.gz,existing
sphinx-doc__sphinx-9711,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
sympy__sympy-11618,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code; unknown,340,320,241,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/6; codex 1/6; mini-swe-agent 229/296; opencode 3/3; pi 1/2; subconscious-code 5/6,48408,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-11618__67db906,0.0153,mini-swe-agent,mini-swe-agent | openai/subconscious/tim-qwen3.6-27b | e2b | python,71980b922dc1,sympy__sympy-11618__f6c3f68,36.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-11618__b1832a0,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-11618__67db906/trajectory.json.gz,downloaded,swebench-verified-winning-traces/71980b922dc1/sympy__sympy-11618__f6c3f68/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-11618__b1832a0/trajectory.json.gz,downloaded
sympy__sympy-12096,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,10,10,7,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; subconscious-code 2/3,203001,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-12096__gFLt4Nh,0.28,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-12096__ceKjJb3,134.7,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-12096__gFLt4Nh,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-12096__gFLt4Nh/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-12096__ceKjJb3/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-12096__gFLt4Nh/trajectory.json.gz,downloaded
sympy__sympy-12419,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,98,42,39,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/2; mini-swe-agent 29/30; opencode 1/1; pi 1/1; subconscious-code 4/4,162616,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,1557c781b448,sympy__sympy-12419__Z7f2qd6,0.0393,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,1557c781b448,sympy__sympy-12419__Z7f2qd6,111.8,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-12419__353b684,swebench-verified-winning-traces/1557c781b448/sympy__sympy-12419__Z7f2qd6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1557c781b448/sympy__sympy-12419__Z7f2qd6/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-12419__353b684/trajectory.json.gz,downloaded
sympy__sympy-12481,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,95,45,31,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/4; codex 2/3; mini-swe-agent 23/33; opencode 1/1; subconscious-code 3/3,126609,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,ec5453c46a32,sympy__sympy-12481__TwALEXK,0.0416,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,ec5453c46a32,sympy__sympy-12481__TwALEXK,99.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-12481__c8655c3,swebench-verified-winning-traces/ec5453c46a32/sympy__sympy-12481__TwALEXK/trajectory.json.gz,downloaded,swebench-verified-winning-traces/ec5453c46a32/sympy__sympy-12481__TwALEXK/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-12481__c8655c3/trajectory.json.gz,downloaded
sympy__sympy-12489,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,24,20,9,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/9; opencode 1/1; subconscious-code 4/4,84175,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-12489__QvqxYHj,0.4436,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-12489__eWPvafD,200.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-12489__61e3c38,swebench-verified-winning-traces/0017241088a1/sympy__sympy-12489__QvqxYHj/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-12489__eWPvafD/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-12489__61e3c38/trajectory.json.gz,downloaded
sympy__sympy-13031,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,15,14,4,mini-swe-agent; opencode; pi; subconscious-code,mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 1/4,521912,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-13031__a65ed44,0.5192,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13031__hXgQtVp,252.2,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-13031__a65ed44,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-13031__a65ed44/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13031__hXgQtVp/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-13031__a65ed44/trajectory.json.gz,downloaded
sympy__sympy-13091,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,30,21,9,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/2; mini-swe-agent 1/9; opencode 1/1; pi 1/1; subconscious-code 2/4,269776,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13091__NsnbMfD,1.0943,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13091__Bh3SagZ,343.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13091__NsnbMfD,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13091__NsnbMfD/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13091__Bh3SagZ/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13091__NsnbMfD/trajectory.json.gz,existing
sympy__sympy-13372,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,9,9,8,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/2; codex 1/1; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 2/2,109523,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-13372__PjmRTYM,0.0312,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13372__bNonBda,91.1,codex,codex | subconscious/glm-5.2 | e2b | python,b1a03feecef5,sympy__sympy-13372__PjmRTYM,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-13372__PjmRTYM/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13372__bNonBda/trajectory.json.gz,downloaded,swebench-verified-winning-traces/b1a03feecef5/sympy__sympy-13372__PjmRTYM/trajectory.json.gz,downloaded
sympy__sympy-13480,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,13,13,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/4,17205,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13480__NPWnn4p,0.0276,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13480__4PGaaTc,59.8,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13480__NPWnn4p,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13480__NPWnn4p/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13480__4PGaaTc/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13480__NPWnn4p/trajectory.json.gz,existing
sympy__sympy-13551,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,14,13,9,claude-code; codex; mini-swe-agent; opencode; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 1/2; opencode 1/1; subconscious-code 4/4,400786,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-13551__146122f,0.467,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13551__j7PmNUP,130.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-13551__8799b38,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-13551__146122f/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13551__j7PmNUP/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-13551__8799b38/trajectory.json.gz,downloaded
sympy__sympy-13615,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,130,101,12,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/2; mini-swe-agent 2/89; opencode 2/2; pi 1/1; subconscious-code 4/4,180431,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13615__DYc3y94,0.1769,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13615__NbF2SQi,179.8,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-13615__09c83cd,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13615__DYc3y94/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13615__NbF2SQi/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-13615__09c83cd/trajectory.json.gz,downloaded
sympy__sympy-13647,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,96,54,39,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 3/4; codex 2/3; mini-swe-agent 28/41; opencode 1/1; pi 1/1; subconscious-code 4/4,85220,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13647__N6zvKf3,0.029,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,28659ceaf85f,sympy__sympy-13647__h5pt4mL,80.4,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-13647__5a46deb,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13647__N6zvKf3/trajectory.json.gz,existing,swebench-verified-winning-traces/28659ceaf85f/sympy__sympy-13647__h5pt4mL/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-13647__5a46deb/trajectory.json.gz,downloaded
sympy__sympy-13757,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,12,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/2; opencode 1/1; pi 1/1; subconscious-code 3/3,162315,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13757__9yPneyo,0.594,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13757__px5E4zP,109.1,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-13757__9f97f53,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13757__9yPneyo/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13757__px5E4zP/trajectory.json.gz,downloaded,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-13757__9f97f53/trajectory.json.gz,downloaded
sympy__sympy-13798,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,21,14,0,,,,,,,,,,,,,,,,,,,not_selected,,not_selected,,not_selected
sympy__sympy-13852,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,12,11,5,claude-code; codex; opencode; pi,claude-code 1/3; codex 2/2; opencode 1/1; pi 1/1,2419205,pi,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,sympy__sympy-13852__b6jDYPN,18.4702,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sympy__sympy-13852__9zXNqNo,653.7,pi,pi | subconscious/glm-5.2 | e2b | python,ac02f4ca2ef4,sympy__sympy-13852__b6jDYPN,swebench-verified-winning-traces/ac02f4ca2ef4/sympy__sympy-13852__b6jDYPN/trajectory.json.gz,archive_error,swebench-verified-winning-traces/1d4355e54894/sympy__sympy-13852__9zXNqNo/trajectory.json.gz,downloaded,swebench-verified-winning-traces/ac02f4ca2ef4/sympy__sympy-13852__b6jDYPN/trajectory.json.gz,archive_error
sympy__sympy-13877,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,23,16,10,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 2/2; mini-swe-agent 1/5; opencode 1/1; pi 1/1; subconscious-code 3/4,73990,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13877__995SHgD,0.1265,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13877__wtrQirB,143.5,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-13877__f17d70c,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13877__995SHgD/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13877__wtrQirB/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-13877__f17d70c/trajectory.json.gz,downloaded
sympy__sympy-13878,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,18,13,6,claude-code; codex; mini-swe-agent; subconscious-code,claude-code 1/3; codex 1/3; mini-swe-agent 1/2; subconscious-code 3/3,972218,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13878__ULBfZFE,1.2055,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13878__82xEVnV,563.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-13878__ULBfZFE,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13878__ULBfZFE/trajectory.json.gz,existing,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13878__82xEVnV/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0017241088a1/sympy__sympy-13878__ULBfZFE/trajectory.json.gz,existing
sympy__sympy-13974,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,17,3,claude-code; mini-swe-agent; opencode,claude-code 1/3; mini-swe-agent 1/6; opencode 1/1,1998957,opencode,opencode | subconscious/glm-5.2 | e2b | python,c57b386851fd,sympy__sympy-13974__yKroGNw,0.7516,mini-swe-agent,mini-swe-agent | subconscious/glm-5.2 | e2b | python,d2cf5ec25625,sympy__sympy-13974__55MB5t3,529.3,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sympy__sympy-13974__AJwMfj3,swebench-verified-winning-traces/c57b386851fd/sympy__sympy-13974__yKroGNw/trajectory.json.gz,downloaded,swebench-verified-winning-traces/d2cf5ec25625/sympy__sympy-13974__55MB5t3/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/sympy__sympy-13974__AJwMfj3/trajectory.json.gz,downloaded
sympy__sympy-14248,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,16,1,claude-code,claude-code 1/3,9557584,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sympy__sympy-14248__N82pqUn,36.5785,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sympy__sympy-14248__N82pqUn,859.6,claude-code,claude-code | subconscious/glm-5.2 | e2b | python,1d4355e54894,sympy__sympy-14248__N82pqUn,swebench-verified-winning-traces/1d4355e54894/sympy__sympy-14248__N82pqUn/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/sympy__sympy-14248__N82pqUn/trajectory.json.gz,downloaded,swebench-verified-winning-traces/1d4355e54894/sympy__sympy-14248__N82pqUn/trajectory.json.gz,downloaded
sympy__sympy-14531,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,33,20,13,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/4; codex 2/3; mini-swe-agent 4/7; opencode 1/1; pi 1/1; subconscious-code 3/4,171164,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,0017241088a1,sympy__sympy-14531__DbcSmwN,0.1763,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,246a9156a882,sympy__sympy-14531__aHsGJgC,108.6,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-14531__f96d391,swebench-verified-winning-traces/0017241088a1/sympy__sympy-14531__DbcSmwN/trajectory.json.gz,existing,swebench-verified-winning-traces/246a9156a882/sympy__sympy-14531__aHsGJgC/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-14531__f96d391/trajectory.json.gz,downloaded
sympy__sympy-14711,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,22,15,13,claude-code; codex; mini-swe-agent; opencode; pi; subconscious-code,claude-code 2/3; codex 1/1; mini-swe-agent 4/5; opencode 1/1; pi 1/1; subconscious-code 4/4,120802,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | python,472ee1f9d42c,sympy__sympy-14711__29ee614,0.0564,mini-swe-agent,mini-swe-agent | glm-gcp1 | e2b | python,0e935739a934,sympy__sympy-14711__z3VPJP3,67.9,subconscious-code,subconscious-code | subconscious/glm-5.2 | e2b | go,187f0c30fc5f,sympy__sympy-14711__f4cd72e,swebench-verified-winning-traces/472ee1f9d42c/sympy__sympy-14711__29ee614/trajectory.json.gz,downloaded,swebench-verified-winning-traces/0e935739a934/sympy__sympy-14711__z3VPJP3/trajectory.json.gz,downloaded,swebench-verified-winning-traces/187f0c30fc5f/sympy__sympy-14711__f4cd72e/trajectory.json.gz,downloaded
